Abstract_noPunkt,ent_name,ent_type,Abstract
,IMV,SIMPLE_CHEMICAL,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,Lymphocytopenia,SIMPLE_CHEMICAL,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,IL-6,GENE_OR_GENE_PRODUCT,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,IL-10,GENE_OR_GENE_PRODUCT,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,SARS-CoV-2,SIMPLE_CHEMICAL,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,patients,ORGANISM,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,IMV,SIMPLE_CHEMICAL,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,YesI,GENE_OR_GENE_PRODUCT,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,advance).Yes I,GENE_OR_GENE_PRODUCT,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,checklist(s,GENE_OR_GENE_PRODUCT,"Introduction: The purpose of the study was to summarize the clinical and laboratory characteristics of the coronavirus disease 2019 patients admitted to intensive care unit. Methods: We tracked the data until March 5, 2020. The cases in our cohort were divided into cases only received noninvasive ventilation (NIV) and cases required invasive mechanical ventilation (IMV). The characteristics between the two groups were compared. Results: 34 cases were included in the study. The complications rate (including, acute liver injury, acute cardiac injury and acute kidney injury) were higher in IMV cases. Lymphocytopenia and neutrophilia occurred in most cases in both groups on the admission day, however, lymphocyte levels dropped progressively and more severe lymphopenia occurred in IMV group. Increased amounts of plasma IL-6 and IL-10 were found in both groups on the admission day, the progressive decrease of which occurred in NIV cases rather than IMV cases, and the levels were higher in IMV cases during hospitalization. Conclusions: Lymphocytopenia, neutrophilia, and increase of IL-6 and IL-10 occurred in SARS-CoV-2 infected patients in ICU, however, the dynamics of those were significantly different in IMV cases and NIV cases during hospitalization.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the Project for Emergency of Key R &amp;amp; D Plan from Zhejiang Science and Technology Agency (2020C03123).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data will be made available to others on reasonable requests to the corresponding author."
,coronavirus,ORGANISM,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,COVID-19,SIMPLE_CHEMICAL,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,cancer patients,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,Patients,ORGANISM,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,COVID-19,GENE_OR_GENE_PRODUCT,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,malignant diseases,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,anticancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,Lung cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,patients,ORGANISM,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,lung cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,lung,ORGAN,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,patients,ORGANISM,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,lung cancer,CANCER,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
,patients,ORGANISM,"Abstract Since its outbreak in December 2019 in China, the novel coronavirus disease (COVID-19) has rapidly spread and affected several countries. It has resulted in a difficult situation for cancer patients owing to the risks of the epidemic situation outbreak as well as cancer. Patients with cancer are more likely than the general population to contract COVID-19 because of the systemic immunosuppressive status caused by malignant diseases or anticancer treatment. Lung cancer has the highest morbidity and mortality in China and the world. Most patients with lung cancer are smokers with poor underlying lung conditions and low immunity, thus it is vital to protect them from epidemic diseases during cancer treatment. It is necessary to provide individualized medical treatment and management of treatment-related adverse events for patients with lung cancer based on patients' conditions and regional epidemic patterns."
